"","AGENCY.CODE","LABM.CODE","LABP.CODE","LABMT.CODE","LABM.NAME","LABM.SHORT.NAME","LABM.REF","LABM.MASK","LABM.UNITS","LABM.LOW.VALUE","LABM.HIGH.VALUE"
"542",999,"P3B1VL_15","MOISTURE_RELEASE","P3.024","15 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate","15 BAR Moisture","CSIRO","","",NA,NA
"543",999,"P3B2GV_1","MOISTURE_RELEASE","P3.026","1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate","1 BAR Moisture","CSIRO","","",NA,NA
"544",999,"P3B2GV_15","MOISTURE_RELEASE","P3.024","15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate","15 BAR Moisture","CSIRO","","",NA,NA
"545",999,"P3B2GV_5","MOISTURE_RELEASE","P3.029","5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate","1 BAR Moisture","CSIRO","","",NA,NA
"546",999,"P3B2VL_03","MOISTURE_RELEASE","P3.023","0.3 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate","0.3 BAR Moisture","CSIRO","","",NA,NA
"547",999,"P3B2VL_1","MOISTURE_RELEASE","P3.026","1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate","1 BAR Moisture","CSIRO","","",NA,NA
"548",999,"P3B2VL_15","MOISTURE_RELEASE","P3.024","15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate","15 BAR Moisture","CSIRO","","",NA,NA
"549",999,"P3B2VL_5","MOISTURE_RELEASE","P3.029","5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate","1 BAR Moisture","CSIRO","","",NA,NA
"550",999,"P3B3VLa001","MOISTURE_RELEASE","P3.030","0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate","0.05 BAR Moisture","CSIRO","","",NA,NA
"551",999,"P3B3VLa005","MOISTURE_RELEASE","P3.025","0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate","0.05 BAR Moisture","CSIRO","","",NA,NA
"552",999,"P3B3VLa01","MOISTURE_RELEASE","P3.021","0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate","0.1 BAR Moisture","CSIRO","","",NA,NA
"553",999,"P3B3VLa03","MOISTURE_RELEASE","P3.023","0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate","0.05 BAR Moisture","CSIRO","","",NA,NA
"554",999,"P3B3VLa06","MOISTURE_RELEASE","P3.036","0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate","0.05 BAR Moisture","CSIRO","","",NA,NA
"555",999,"P3B3VLaSAT","MOISTURE_RELEASE","P3.027","Saturated Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate","Saturated Moisture","CSIRO","","",NA,NA
"556",999,"P3B3VLb001","MOISTURE_RELEASE","P3.030","0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","0.01 BAR Moisture","CSIRO","","",NA,NA
"557",999,"P3B3VLb003","MOISTURE_RELEASE","P3.031","0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","0.03 BAR Moisture","CSIRO","","",NA,NA
"558",999,"P3B3VLb005","MOISTURE_RELEASE","P3.025","0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","0.05 BAR Moisture","CSIRO","","",NA,NA
"559",999,"P3B3VLb01","MOISTURE_RELEASE","P3.021","0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","0.1 BAR Moisture","CSIRO","","",NA,NA
"560",999,"P3B3VLb03","MOISTURE_RELEASE","P3.023","0.33 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","0.33 BAR Moisture","CSIRO","","",NA,NA
"561",999,"P3B3VLb05","MOISTURE_RELEASE","P3.028","0.5 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","0.5 BAR Moisture","CSIRO","","",NA,NA
"562",999,"P3B3VLb06","MOISTURE_RELEASE","P3.022","0.66 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","0.66 BAR Moisture","CSIRO","","",NA,NA
"563",999,"P3B3VLbSAT","MOISTURE_RELEASE","P3.027","Saturated Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","Saturated Moisture","CSIRO","","",NA,NA
"564",999,"P3B3VLc001","MOISTURE_RELEASE","P3.030","0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate","0.01 BAR Moisture","CSIRO","","",NA,NA
"565",999,"P3B3VLc003","MOISTURE_RELEASE","P3.031","0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate","0.03 BAR Moisture","CSIRO","","",NA,NA
"566",999,"P3B3VLc005","MOISTURE_RELEASE","P3.025","0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate","0.05 BAR Moisture","CSIRO","","",NA,NA
"567",999,"P3B3VLc01","MOISTURE_RELEASE","P3.021","0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate","0.1 BAR Moisture","CSIRO","","",NA,NA
"568",999,"P3B3VLc03","MOISTURE_RELEASE","P3.023","0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate","0.3 BAR Moisture","CSIRO","","",NA,NA
"569",999,"P3B3VLc06","MOISTURE_RELEASE","P3.022","0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate","0.6 BAR Moisture","CSIRO","","",NA,NA
"570",999,"P3B3VLcSAT","MOISTURE_RELEASE","P3.027","Saturated Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate","Saturated Moisture","CSIRO","","",NA,NA
"571",999,"P3B3VLd06","MOISTURE_RELEASE","P3.022","0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate","0.6 BAR Moisture","CSIRO","","",NA,NA
"572",999,"P3B3VLd1","MOISTURE_RELEASE","P3.026","1 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate","1 BAR Moisture","CSIRO","","",NA,NA
"573",999,"P3B3VLd15","MOISTURE_RELEASE","P3.024","15 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate","15 BAR Moisture","CSIRO","","",NA,NA
"574",999,"P3B3VLd3","MOISTURE_RELEASE","P3.032","3 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate","3 BAR Moisture","CSIRO","","",NA,NA
"575",999,"P3B3VLd5","MOISTURE_RELEASE","P3.029","5 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate","5 BAR Moisture","CSIRO","","",NA,NA
"576",999,"P3B3VLe004","MOISTURE_RELEASE","P3.033","0.04 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate","0.04 BAR Moisture","CSIRO","","",NA,NA
"577",999,"P3B3VLe01","MOISTURE_RELEASE","P3.021","0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate","0.1 BAR Moisture","CSIRO","","",NA,NA
"578",999,"P3B3VLe03","MOISTURE_RELEASE","P3.023","0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate","0.3 BAR Moisture","CSIRO","","",NA,NA
"579",999,"P3B3VLe06","MOISTURE_RELEASE","P3.022","0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate","0.6 BAR Moisture","CSIRO","","",NA,NA
"580",999,"P3B3VLe15","MOISTURE_RELEASE","P3.024","15 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate","15 BAR Moisture","CSIRO","","",NA,NA
"581",999,"P3B3VLe2","MOISTURE_RELEASE","P3.034","2 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate","0.6 BAR Moisture","CSIRO","","",NA,NA
"582",999,"P3B3VLe7","MOISTURE_RELEASE","P3.035","7 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate","0.6 BAR Moisture","CSIRO","","",NA,NA
"583",999,"P3B4GV_01","MOISTURE_RELEASE","P3.021","0.1 BAR Moisture g/g - Gravimetric of soil clods (Soil Survey Staff,1967)","0.1 BAR Moisture","CSIRO","","",NA,NA
"584",999,"P3B4VL_005","MOISTURE_RELEASE","P3.025","0.05 BAR Moisture m3/m3 - Volumetric of soil clods (Soil Survey Staff,1967)","0.1 BAR Moisture","CSIRO","","",NA,NA
"585",999,"P3B5GV_01","MOISTURE_RELEASE","P3.021","0.1 BAR Moisture g/g - Gravimetric of soil clods (CSIRO Div. Of Soils TM 25/66)","0.1 BAR Moisture","CSIRO","","",NA,NA
"586",999,"P3B6VL_DUL","MOISTURE_RELEASE","P3.021","Drained Upper Limit (0.1 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology","0.1 BAR Moisture","CSIRO","","",NA,NA
"587",999,"P3B6VL_LL","MOISTURE_RELEASE","P3.024","Lower Limit (15 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology","15 BAR Moisture","CSIRO","","",NA,NA
"588",999,"P3B6VL_SAT","MOISTURE_RELEASE","P3.027","Saturated Moisture m3/m3 - Volumetric using APSRU in situ methodology","Saturated Moisture","CSIRO","","",NA,NA
"589",999,"P4_10_McK","HYDRAULIC_COND","P4.05","Unsaturated Hydraulic Conductivity - 10mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","K Unsat","CSIRO","","mm/hr",NA,NA
"590",999,"P4_100_McK","HYDRAULIC_COND","P4.05","Unsaturated Hydraulic Conductivity - 100mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","K Unsat","CSIRO","","mm/hr",NA,NA
"591",999,"P4_100DMcK","HYDRAULIC_COND","P4.05","Unsaturated Hydraulic Conductivity - 100mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996","K Unsat","CSIRO","","mm/hr",NA,NA
"592",999,"P4_10DMcK","HYDRAULIC_COND","P4.05","Unsaturated Hydraulic Conductivity - 10mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996","K Unsat","CSIRO","","mm/hr",NA,NA
"593",999,"P4_30_LOV","HYDRAULIC_COND","P4.05","Unsaturated Hydraulic Conductivity - 50mm potential Loveday falling head method using 98mm diameter cores","K Unsat","CSIRO","","mm/hr",NA,NA
"594",999,"P4_30DMcK","HYDRAULIC_COND","P4.05","Unsaturated Hydraulic Conductivity - 30mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996","K Unsat","CSIRO","","mm/hr",NA,NA
"595",999,"P4_50_McK","HYDRAULIC_COND","P4.05","Unsaturated Hydraulic Conductivity - 50mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","K Unsat","CSIRO","","mm/hr",NA,NA
"596",999,"P4_50DMcK","HYDRAULIC_COND","P4.05","Unsaturated Hydraulic Conductivity - 50mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996","K Unsat","CSIRO","","mm/hr",NA,NA
"597",999,"P4_sat","HYDRAULIC_COND","P4.04","Saturated Hydraulic Conductivity","K Sat","CSIRO","","mm/hr",NA,NA
"598",999,"P4_sat_FH","HYDRAULIC_COND","P4.04","Modified Saturated Hydraulic Conductivity - falling head (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","K Sat","CSIRO","","mm/hr",NA,NA
"599",999,"P4_sat_For","HYDRAULIC_COND","P4.04","Saturated Hydraulic Conductivity (Forrest et al, 1985)","K Sat","CSIRO","","mm/hr",NA,NA
"600",999,"P4_sat_LOV","HYDRAULIC_COND","P4.04","Saturated Hydraulic Conductivity - Modified (no de-aired water) Loveday falling head method using 98mm diameter cores","K Sat","CSIRO","","mm/hr",NA,NA
"601",999,"P4_sat_McK","HYDRAULIC_COND","P4.04","Saturated Hydraulic Conductivity (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)","K Sat","CSIRO","","mm/hr",NA,NA
"602",999,"P4D1","HYDRAULIC_COND","P4.04","Saturated Hydraulic Conductivity","K Sat","CSIRO","","mm/hr",NA,NA
"603",999,"P5_COLE","COLE","P5.01","Coefficient of Linear Extensibility (Grossman et al. 1968)","Cole","CSIRO","","",NA,NA
"604",999,"P5_LS","LINEAR_SHRINKAGE","P5.02","Linear shrinkage (Standards Association of Australia 1977. AS 1289 C4.1)","Cole","CSIRO","","",NA,NA
"605",999,"P5_LS_MOD","LINEAR_SHRINKAGE","P5.02","Modified linear shrinkage (McKenzie, Jacquier and Ringrose-Voase, AJSR, 1994, 32, 931-8)","Cole","CSIRO","","",NA,NA
"606",999,"P6_LP","DISPERSION_INDEX","P6.01","Dispersion Index (Loveday and Pyle, 1973)","Dispersion Index","CSIRO","","",NA,NA
"607",999,"PWS1-2mm","PSA","P10.30","1000-2000 micron fraction (%) - Wet Sieving after chemical dispersion","2000 micron","CSIRO","","%",NA,NA
"608",999,"PWS20-63","PSA","P10.26","20-63 micron fraction (%) - Wet Sieving after chemical dispersion","2000 micron","CSIRO","","%",NA,NA
"609",999,"PWS212-425","PSA","P10.28","212-425 micron fraction (%) - Wet Sieving after chemical dispersion","2000 micron","CSIRO","","%",NA,NA
"610",999,"PWS425-1mm","PSA","P10.29","425-1000  micron fraction (%) - Wet Sieving after chemical dispersion","2000 micron","CSIRO","","%",NA,NA
"611",999,"PWS63-212","PSA","P10.27","63-212 micron fraction (%) - Wet Sieving after chemical dispersion","2000 micron","CSIRO","","%",NA,NA
"612",999,"TE_CD_AL","TOTAL_ELEMENTS","TE.036","Total Element Al - by Citrate/Dithionite Extraction","Total Al","CSIRO","","",NA,NA
"613",999,"TE_CD_CA","TOTAL_ELEMENTS","TE.031","Total Element Ca - by Citrate/Dithionite Extraction","Total Ca","CSIRO","","",NA,NA
"614",999,"TE_CD_MG","TOTAL_ELEMENTS","TE.032","Total Element Mg - by Citrate/Dithionite Extraction","Total Mg","CSIRO","","",NA,NA
"615",999,"TE_CD_NA","TOTAL_ELEMENTS","TE.034","Total Element Na - by Citrate/Dithionite Extraction","Total Na","CSIRO","","",NA,NA
"616",999,"TE_CD_SI02","TOTAL_ELEMENTS","TE.035","Total Element SiO2 - by Citrate/Dithionite Extraction","Total SiO2","CSIRO","","",NA,NA
"617",999,"TE_CD_TI02","TOTAL_ELEMENTS","TE.033","Total Element TiO2 - by Citrate/Dithionite Extraction","Total TiO2","CSIRO","","",NA,NA
"618",999,"TE_HF+_MG","TOTAL_ELEMENTS","TE.012","Total Element Mg - by HF/HClO4 Digest","Total Mg","CSIRO","","",NA,NA
"619",999,"TE_HF+AL","TOTAL_ELEMENTS","TE.016","Total Element Al - by HF/HClO4 Digest","Total Al","CSIRO","","",NA,NA
"620",999,"TE_HF+CA","TOTAL_ELEMENTS","TE.011","Total Element Ca - by HF/HClO4 Digest","Total Ca","CSIRO","","",NA,NA
"621",999,"TE_HF+NA","TOTAL_ELEMENTS","TE.014","Total Element Na - by HF/HClO4 Digest","Total Na","CSIRO","","",NA,NA
"622",999,"TE_HF+SIO2","TOTAL_ELEMENTS","TE.015","Total Element SiO2 - by HF/HClO4 Digest","Total SiO2","CSIRO","","",NA,NA
"623",999,"TE_HF+TIO2","TOTAL_ELEMENTS","TE.013","Total Element TiO2 - by HF/HClO4 Digest","Total TiO2","CSIRO","","",NA,NA
"624",999,"TE_NR_AL","TOTAL_ELEMENTS","TE.046","Total Element Al - Not recorded","Total Al","CSIRO","","",NA,NA
"625",501,"TE_NR_AL2O","TOTAL_ELEMENTS","","Total Element Al2O3 - Not recorded","Total Al2O3","DAFWA","","",NA,NA
"626",999,"TE_NR_CA","TOTAL_ELEMENTS","TE.041","Total Element Ca - Not recorded","Total Ca","CSIRO","","",NA,NA
"627",501,"TE_NR_FE20","TOTAL_ELEMENTS","","Total Element Fe2O - Not recorded","Total Fe2O","DAFWA","","",NA,NA
"628",999,"TE_NR_MG","TOTAL_ELEMENTS","TE.042","Total Element Mg - Not recorded","Total Mg","CSIRO","","",NA,NA
"629",999,"TE_NR_NA","TOTAL_ELEMENTS","TE.044","Total Element Na - Not recorded","Total Na","CSIRO","","",NA,NA
"630",999,"TE_NR_SI02","TOTAL_ELEMENTS","TE.045","Total Element SiO2 - Not recorded","Total SiO2","CSIRO","","",NA,NA
"631",999,"TE_NR_TI02","TOTAL_ELEMENTS","TE.043","Total Element TiO2 - Not recorded","Total TiO2","CSIRO","","",NA,NA
"632",999,"TE_XRF_MG","TOTAL_ELEMENTS","TE.022","Total Element Mg - By XRF","Total Mg","CSIRO","","",NA,NA
"633",999,"TE_XRFAL","TOTAL_ELEMENTS","TE.026","Total Element Al - By XRF","Total Al","CSIRO","","",NA,NA
"634",999,"TE_XRFCA","TOTAL_ELEMENTS","TE.021","Total Element Ca - By XRF","Total Ca","CSIRO","","",NA,NA
"635",999,"TE_XRFNA","TOTAL_ELEMENTS","TE.024","Total Element Na - By XRF","Total Na","CSIRO","","",NA,NA
"636",999,"TE_XRFSI02","TOTAL_ELEMENTS","TE.025","Total Element SiO2 - By XRF","Total SiO2","CSIRO","","",NA,NA
"637",999,"TE_XRFTIO2","TOTAL_ELEMENTS","TE.023","Total Element TiO2 - By XRF","Total TiO2","CSIRO","","",NA,NA
"638",999,"XRD_C_Ab","CLAY_MINERAL","XRD","Albite - X-Ray Diffraction","Albite","CSIRO","","%",NA,NA
"639",999,"XRD_C_Ah","CLAY_MINERAL","XRD","Allophane - X-Ray Diffraction","Allophane","CSIRO","","",NA,NA
"640",999,"XRD_C_An","CLAY_MINERAL","XRD","Anatase - X-Ray Diffraction","Anatase","CSIRO","","",NA,NA
"641",999,"XRD_C_Ap","CLAY_MINERAL","XRD","Apatite - X-Ray Diffraction","Apatite","CSIRO","","",NA,NA
"642",999,"XRD_C_Arg","CLAY_MINERAL","XRD","Aragonite- X-Ray Diffraction","Aragonite","CSIRO","","%",NA,NA
"643",999,"XRD_C_At","CLAY_MINERAL","XRD","Alunite - X-Ray Diffraction","Alunite","CSIRO","","",NA,NA
"644",999,"XRD_C_Bd","CLAY_MINERAL","XRD","Beidellite - X-Ray Diffraction","Beidellite","CSIRO","","",NA,NA
"645",999,"XRD_C_Amp","CLAY_MINERAL","XRD","Amphibole- X-Ray Diffraction","Amphibole","CSIRO","","%",NA,NA
"646",999,"XRD_C_Bt","CLAY_MINERAL","XRD","Biotite - X-Ray Diffraction","Biotite","CSIRO","","",NA,NA
"647",999,"XRD_C_Cb","CLAY_MINERAL","XRD","Cristobalite - X-Ray Diffraction","Cristobalite","CSIRO","","",NA,NA
"648",999,"XRD_C_Bhm","CLAY_MINERAL","XRD","Boehmite- X-Ray Diffraction","Boehmite","CSIRO","","%",NA,NA
"649",999,"XRD_C_Ch2","CLAY_MINERAL","XRD","Chloritized 2:1 minerals - X-Ray Diffraction","Chloritized 2:1","CSIRO","","",NA,NA
"650",999,"XRD_C_Crn","CLAY_MINERAL","XRD","Corondum - X-Ray Diffraction","Corondum","CSIRO","","",NA,NA
"651",999,"XRD_C_Cal","CLAY_MINERAL","XRD","Calcite- X-Ray Diffraction","Calcite","CSIRO","","%",NA,NA
"652",999,"XRD_C_Chl","CLAY_MINERAL","XRD","Chlorite- X-Ray Diffraction","Chlorite","CSIRO","","%",NA,NA
"653",999,"XRD_C_Dol","CLAY_MINERAL","XRD","Dolomite- X-Ray Diffraction","Dolomite","CSIRO","","%",NA,NA
"654",999,"XRD_C_Drv","CLAY_MINERAL","XRD","Dravite- X-Ray Diffraction","Dravite","CSIRO","","%",NA,NA
"655",999,"XRD_C_Fh","CLAY_MINERAL","XRD","Ferrihydrite - X-Ray Diffraction","Ferrihydrite","CSIRO","","",NA,NA
"656",999,"XRD_C_Fl","CLAY_MINERAL","XRD","Flourite - X-Ray Diffraction","Flourite","CSIRO","","",NA,NA
"657",999,"XRD_C_Fo","CLAY_MINERAL","XRD","Feroxyhite - X-Ray Diffraction","Feroxyhite","CSIRO","","",NA,NA
"658",999,"XRD_C_Fsp","CLAY_MINERAL","XRD","Feldspar- X-Ray Diffraction","Feldspar","CSIRO","","%",NA,NA
"659",999,"XRD_C_Gbs","CLAY_MINERAL","XRD","Gibbsite- X-Ray Diffraction","Gibbsite","CSIRO","","%",NA,NA
"660",999,"XRD_C_Glt","CLAY_MINERAL","XRD","Glauconite- X-Ray Diffraction","Glauconite","CSIRO","","%",NA,NA
"661",999,"XRD_C_Gp","CLAY_MINERAL","XRD","Gypsum- X-Ray Diffraction","Gypsum","CSIRO","","%",NA,NA
"662",999,"XRD_C_Hl","CLAY_MINERAL","XRD","Halite - X-Ray Diffraction","Halite","CSIRO","","",NA,NA
"663",999,"XRD_C_Gth","CLAY_MINERAL","XRD","Geothite- X-Ray Diffraction","Geothite","CSIRO","","%",NA,NA
"664",999,"XRD_C_Hn","CLAY_MINERAL","XRD","Huntite - X-Ray Diffraction","Huntite","CSIRO","","",NA,NA
"665",999,"XRD_C_Ht0","CLAY_MINERAL","XRD","Halloysite (10 A`) - X-Ray Diffraction","Halloysite (10 A`)","CSIRO","","",NA,NA
"666",999,"XRD_C_Ht7","CLAY_MINERAL","XRD","Halloysite (7 A`) - X-Ray Diffraction","Halloysite (7 A`)","CSIRO","","",NA,NA
"667",999,"XRD_C_Ig","CLAY_MINERAL","XRD","Imogolite - X-Ray Diffraction","Imogolite","CSIRO","","",NA,NA
"668",999,"XRD_C_Hem","CLAY_MINERAL","XRD","Hematite- X-Ray Diffraction","Hematite","CSIRO","","%",NA,NA
"669",999,"XRD_C_Ilm","CLAY_MINERAL","XRD","Ilmenite- X-Ray Diffraction","Ilmenite","CSIRO","","%",NA,NA
"670",999,"XRD_C_Is","CLAY_MINERAL","XRD","Interstratified clay minerals - X-Ray Diffraction","Interstratified clay","CSIRO","","",NA,NA
"671",999,"XRD_C_Ilt","CLAY_MINERAL","XRD","Illite- X-Ray Diffraction","Illite","CSIRO","","%",NA,NA
"672",999,"XRD_C_K2O","CLAY_MINERAL","XRD","K2O - X-Ray Diffraction or Clay Fraction (air dry)","K2O","CSIRO","","",NA,NA
"673",999,"XRD_C_Ka","CLAY_MINERAL","XRD","Kaolin - X-Ray Diffraction","Kaolin","CSIRO","","",NA,NA
"674",999,"XRD_C_Jrs","CLAY_MINERAL","XRD","Jarosite- X-Ray Diffraction","Jarosite","CSIRO","","%",NA,NA
"675",999,"XRD_C_Lp","CLAY_MINERAL","XRD","Lepidocrosite - X-Ray Diffraction","Lepidocrosite","CSIRO","","",NA,NA
"676",999,"XRD_C_Kln","CLAY_MINERAL","XRD","Kaolinite- X-Ray Diffraction","Kaolinite","CSIRO","","%",NA,NA
"677",999,"XRD_C_Mag","CLAY_MINERAL","XRD","Magnetite- X-Ray Diffraction","Magnetite","CSIRO","","%",NA,NA
"678",999,"XRD_C_Mca","CLAY_MINERAL","XRD","Mica - X-Ray Diffraction","Mica","CSIRO","","%",NA,NA
"679",999,"XRD_C_Ms","CLAY_MINERAL","XRD","Muscovite- X-Ray Diffraction","Muscovite","CSIRO","","%",NA,NA
"680",999,"XRD_C_Mgh","CLAY_MINERAL","XRD","Maghemite- X-Ray Diffraction","Maghemite","CSIRO","","%",NA,NA
"681",999,"XRD_C_Mgs","CLAY_MINERAL","XRD","Magnesite- X-Ray Diffraction","Magnesite","CSIRO","","%",NA,NA
"682",999,"XRD_C_Mnt","CLAY_MINERAL","XRD","Montmorillonite- X-Ray Diffraction","Montmorillonite","CSIRO","","%",NA,NA
"683",999,"XRD_C_Nt","CLAY_MINERAL","XRD","Nontronite - X-Ray Diffraction","Nontronite","CSIRO","","",NA,NA
"684",999,"XRD_C_Ol","CLAY_MINERAL","XRD","Olivine - X-Ray Diffraction","Olivine","CSIRO","","",NA,NA
"685",999,"XRD_C_Or","CLAY_MINERAL","XRD","Orthoclase - X-Ray Diffraction","Orthoclase","CSIRO","","",NA,NA
"686",999,"XRD_C_Mnz","CLAY_MINERAL","XRD","Monozite- X-Ray Diffraction","Monozite","CSIRO","","%",NA,NA
"687",999,"XRD_C_Phl","CLAY_MINERAL","XRD","Phlogopite- X-Ray Diffraction","Phlogopite","CSIRO","","%",NA,NA
"688",999,"XRD_C_Pl","CLAY_MINERAL","XRD","Plagioclase- X-Ray Diffraction","Plagioclase","CSIRO","","%",NA,NA
"689",999,"XRD_C_Plg","CLAY_MINERAL","XRD","Palygorskite- X-Ray Diffraction","Palygorskite","CSIRO","","%",NA,NA
"690",999,"XRD_C_Ps","CLAY_MINERAL","XRD","Pseudorutile - X-Ray Diffraction","Pseudorutile","CSIRO","","",NA,NA
"691",999,"XRD_C_Px","CLAY_MINERAL","XRD","Pyroxene - X-Ray Diffraction","Pyroxene","CSIRO","","",NA,NA
"692",999,"XRD_C_Plm","CLAY_MINERAL","XRD","Plombogummite - X-Ray Diffraction","Plombogummite","CSIRO","","%",NA,NA
"693",999,"XRD_C_Qz","CLAY_MINERAL","XRD","Quartz - X-Ray Diffraction","Quartz","CSIRO","","",NA,NA
"694",999,"XRD_C_Rt","CLAY_MINERAL","XRD","Rutile - X-Ray Diffraction","Rutile","CSIRO","","",NA,NA
"695",999,"XRD_C_Sd","CLAY_MINERAL","XRD","Siderite - X-Ray Diffraction","Siderite","CSIRO","","",NA,NA
"696",999,"XRD_C_Prl","CLAY_MINERAL","XRD","Pyrophyllite- X-Ray Diffraction","Pyrophyllite","CSIRO","","%",NA,NA
"697",999,"XRD_C_Sap","CLAY_MINERAL","XRD","Saponite- X-Ray Diffraction","Saponite","CSIRO","","%",NA,NA
"698",999,"XRD_C_Spn","CLAY_MINERAL","XRD","Sphene - X-Ray Diffraction","Sphene","CSIRO","","",NA,NA
"699",999,"XRD_C_Srp","CLAY_MINERAL","XRD","Serpentine - X-Ray Diffraction","Serpentine","CSIRO","","",NA,NA
"700",999,"XRD_C_Tc","CLAY_MINERAL","XRD","Talc - Tourmaline - X-Ray Diffraction","Talc - Tourmaline","CSIRO","","",NA,NA
"701",999,"XRD_C_Sme","CLAY_MINERAL","XRD","Smectite- X-Ray Diffraction","Smectite","CSIRO","","%",NA,NA
"702",999,"XRD_C_Un","CLAY_MINERAL","XRD","Unidentified - X-Ray Diffraction","Unidentified","CSIRO","","",NA,NA
"703",999,"XRD_C_Trd","CLAY_MINERAL","XRD","Tridymite- X-Ray Diffraction","Tridymite","CSIRO","","%",NA,NA
"704",999,"6H1_TOC","Organic carbon","6.041","Total organic carbon","Total Org C","Baldock et al. 2013","","%",NA,NA
