"analyte_key","analyte_type","analyte_name","analyte_abbrev","analyte_code","analyte_data_type","analyte_format","uom_abbrev","analyte_source_type","analyte_agg_method","analyte_algorithm","analyte_desc","analyte_size_frac_base"
1024,"aggregate analyte","Sand, Medium, H2O Dispersible, Moist","w_snd_m_moist","SndM_WM","F","4.1","% wt","layer","mean","to be added","H2O dispersible medium sand, <2mm (by pipette) is the gravimetric percent 0.25 to 0.50 mm diameter particles of a moist sample separated without chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base.",
1023,"aggregate analyte","Sand, Fine, H2O Dispersible, Moist","w_snd_f_moist","SndF_WM","F","4.1","% wt","layer","mean","to be added","H2O dispersible fine sand, <2mm (by pipette) is the gravimetric percent of 0.10 to 0.25 mm diameter particles of a moist sample separated without the use of chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base.",
1022,"aggregate analyte","Sand, Coarse, H2O Dispersible, Moist","w_snd_c_moist","SndC_WM","F","4.1","% wt","layer","mean","to be added","H2O dispersible coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles of a moist sample separated without chemical dispersants or the removal of organic matter and salts . It is reported on a <2 mm base.",
1021,"aggregate analyte","Magnesium, KCl Extractable","mg_kcl","Mg_kcl","F","4.1","cmol(+)/kg","layer","mean","to be added","The KCl extractable magnesium is the fraction removed by 1.0N KCl.",
1020,"aggregate analyte","Calcium, KCl Extractable","ca_kcl","Ca_kcl","F","4.1","cmol(+)/kg","layer","mean","to be added","The KCl extractable calcium is the fraction removed by 1.0N KCl.",
1019,"derived_analyte","Silt, Total, NaOAc, Pipet","silt_tot_NaOAc","SiNaOAc_d-1_S","F","4.1","% wt","layer",,"100.0 - (Clay + Sand)","Total silt is the soil separate with 0.002 to 0.05 mm particle size. It is reported as a gravimetric percent on a <2 mm base. CMS derived value default","<2 mm"
1018,"derived_analyte","Silt, Total, H2O Dispersible, Moist","w_slt_moist","SiH2O_d-1_M","F","4.1","% wt","layer",,"100.0 - (Clay + Sand)","H2O dispersible silt, <2mm (by pipette) is the gravimetric percent 0.002 to 0.05 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.","<2 mm"
1017,"derived_analyte","CEC Activity, CEC7/Clay, Weighted Average","cec7_cly_cms","wace7cl_d-1_S","F","5.2","(NA)","pedon",,"to be added","Weighted average cec-7 to clay ratio for control section depths","<2 mm"
1016,"derived_analyte","Iron Oxides (Goethite, Magnetite, Hematite, Li), mica_adjustment","min_FE_mica_adj","FE_mica","I","3.0","%","layer","mean","to be added","to be added",
1015,"derived_analyte","Chert (Chalcedony, Jasper, Agate, Onyx), mica_adjustment","min_CD_mica_adj","CD_mica","I","3.0","%","layer","mean","to be added","to be added",
1014,"derived_analyte","Hypersthene, CMS mica_adjustment","min_HY_mica_adj","HY_mica","I","3.0","%","layer","mean","to be added","to be added",
1013,"derived_analyte","Thenardite, mica_adjustment","min_TH_mica_adj","TH_mica","I","3.0","%","layer","mean","to be added","to be added",
1012,"derived_analyte","Tridymite, mica_adjustment","min_TD_mica_adj","TD_mica","I","3.0","%","layer","mean","to be added","to be added",
1011,"derived_analyte","Smectite, mica_adjustment","min_SM_mica_adj","SM_mica","I","3.0","%","layer","mean","to be added","to be added",
1010,"derived_analyte","Sepiolite, mica_adjustment","min_SE_mica_adj","SE_mica","I","3.0","%","layer","mean","to be added","to be added",
1009,"derived_analyte","Scapolite, mica_adjustment","min_SC_mica_adj","SC_mica","I","3.0","%","layer","mean","to be added","to be added",
1008,"derived_analyte","Palygorskite, mica_adjustment","min_PG_mica_adj","PF_mica","I","3.0","%","layer","mean","to be added","to be added",
1007,"derived_analyte","Palagonite, mica_adjustment","min_PA_mica_adj","PA_mica","I","3.0","%","layer","mean","to be added","to be added",
1006,"derived_analyte","Montmorillonite-Vermiculite, mica_adjustment","min_MV_mica_adj","MV_mica","I","3.0","%","layer","mean","to be added","to be added",
1005,"derived_analyte","Montmorillonite-Mica, mica_adjustment","min_MM_mica_adj","MM_mica","I","3.0","%","layer","mean","to be added","to be added",
1004,"derived_analyte","Maghemite, mica_adjustment","min_MH_mica_adj","MH_mica","I","3.0","%","layer","mean","to be added","to be added",
1003,"derived_analyte","Montmorillonite-Chlorite, mica_adjustment","min_MC_mica_adj","MC_mica","I","3.0","%","layer","mean","to be added","to be added",
1002,"derived_analyte","Leucite, mica_adjustment","min_LI_mica_adj","LI_mica","I","3.0","%","layer","mean","to be added","to be added",
1001,"derived_analyte","Lepidocrocite, mica_adjustment","min_LE_mica_adj","LE_mica","I","3.0","%","layer","mean","to be added","to be added",
1000,"derived_analyte","Analcime, mica_adjustment","min_LC_mica_adj","LC_mica","I","3.0","%","layer","mean","to be added","to be added",
999,"derived_analyte","Illite (Hydromuscovite), mica_adjustment","min_IL_mica_adj","IL_mica","I","3.0","%","layer","mean","to be added","to be added",
998,"derived_analyte","Halite, mica_adjustment","min_HA_mica_adj","HA_mica","I","3.0","%","layer","mean","to be added","to be added",
997,"derived_analyte","Cobaltite, mica_adjustment","min_CE_mica_adj","CE_mica","I","3.0","%","layer","mean","to be added","to be added",
996,"derived_analyte","Allophane, mica_adjustment","min_AL_mica_adj","AL_mica","I","3.0","%","layer","mean","to be added","to be added",
995,"derived_analyte","Aegirine-Augite, mica_adjustment","min_AI_mica_adj","AL_mica","I","3.0","%","layer","mean","to be added","to be added",
898,"derived_analyte","Foraminifera, mica_adjustment","min_FF_mica_adj","FF_mica","I","3.0","%","layer","mean","to be added","to be added",
897,"derived_analyte","Fluorite, mica_adjustment","min_FU_mica_adj","FU_mica","I","3.0","%","layer","mean","to be added","to be added",
896,"derived_analyte","Ferromagnesium Mineral, mica_adjustment","min_FM_mica_adj","FM_mica","I","3.0","%","layer","mean","to be added","to be added",
895,"derived_analyte","Feldspathoids, mica_adjustment","min_FZ_mica_adj","FZ_mica","I","3.0","%","layer","mean","to be added","to be added",
894,"derived_analyte","Feldspar, mica_adjustment","min_FD_mica_adj","FD_mica","I","3.0","%","layer","mean","to be added","to be added",
893,"derived_analyte","Epidote, mica_adjustment","min_EP_mica_adj","EP_mica","I","3.0","%","layer","mean","to be added","to be added",
892,"derived_analyte","Enstatite, mica_adjustment","min_EN_mica_adj","EN_mica","I","3.0","%","layer","mean","to be added","to be added",
891,"derived_analyte","Dumortierite, mica_adjustment","min_DU_mica_adj","DU_mica","I","3.0","%","layer","mean","to be added","to be added",
890,"derived_analyte","Dolomite, mica_adjustment","min_DL_mica_adj","DL_mica","I","3.0","%","layer","mean","to be added","to be added",
889,"derived_analyte","Diopside, mica_adjustment","min_DP_mica_adj","DP_mica","I","3.0","%","layer","mean","to be added","to be added",
888,"derived_analyte","Diatoms, mica_adjustment","min_DI_mica_adj","DI_mica","I","3.0","%","layer","mean","to be added","to be added",
887,"derived_analyte","Cristobalite, mica_adjustment","min_CR_mica_adj","CR_mica","I","3.0","%","layer","mean","to be added","to be added",
886,"derived_analyte","Corundum, mica_adjustment","min_CN_mica_adj","CN_mica","I","3.0","%","layer","mean","to be added","to be added",
885,"derived_analyte","Collophane, mica_adjustment","min_CO_mica_adj","CO_mica","I","3.0","%","layer","mean","to be added","to be added",
884,"derived_analyte","Coal, mica_adjustment","min_CC_mica_adj","CC_mica","I","3.0","%","layer","mean","to be added","to be added",
883,"derived_analyte","Clinozoisite, mica_adjustment","min_CZ_mica_adj","CZ_mica","I","3.0","%","layer","mean","to be added","to be added",
882,"derived_analyte","Cliachite (Bauxite), mica_adjustment","min_CH_mica_adj","CH_mica","I","3.0","%","layer","mean","to be added","to be added",
881,"derived_analyte","Clay-Coated Quartz, mica_adjustment","min_QC_mica_adj","QC_mica","I","3.0","%","layer","mean","to be added","to be added",
880,"derived_analyte","Chrysotile, mica_adjustment","min_CY_mica_adj","CY_mica","I","3.0","%","layer","mean","to be added","to be added",
879,"derived_analyte","Chlorite-Mica, mica_adjustment","min_CM_mica_adj","CM_mica","I","3.0","%","layer","mean","to be added","to be added",
878,"derived_analyte","Chlorite, mica_adjustment","min_CL_mica_adj","CL_mica","I","3.0","%","layer","mean","to be added","to be added",
877,"derived_analyte","Cassiterite, mica_adjustment","min_CT_mica_adj","CT_mica","I","3.0","%","layer","mean","to be added","to be added",
876,"derived_analyte","Carbonate Aggregates, mica_adjustment","min_CB_mica_adj","CB_mica","I","3.0","%","layer","mean","to be added","to be added",
875,"derived_analyte","Calcite, mica_adjustment","min_CA_mica_adj","CA_mica","I","3.0","%","layer","mean","to be added","to be added",
874,"derived_analyte","Brucite, mica_adjustment","min_BR_mica_adj","BR_mica","I","3.0","%","layer","mean","to be added","to be added",
873,"derived_analyte","Brookite, mica_adjustment","min_BK_mica_adj","BK_mica","I","3.0","%","layer","mean","to be added","to be added",
872,"derived_analyte","Bronzite, mica_adjustment","min_BZ_mica_adj","BZ_mica","I","3.0","%","layer","mean","to be added","to be added",
871,"derived_analyte","Boehmite, mica_adjustment","min_BE_mica_adj","BE_mica","I","3.0","%","layer","mean","to be added","to be added",
870,"derived_analyte","Biotite-Chlorite, mica_adjustment","min_BC_mica_adj","BC_mica","I","3.0","%","layer","mean","to be added","to be added",
869,"derived_analyte","Biotite, mica_adjustment","min_BT_mica_adj","BT_mica","I","3.0","%","layer","mean","to be added","to be added",
868,"derived_analyte","Beryl, mica_adjustment","min_BY_mica_adj","BY_mica","I","3.0","%","layer","mean","to be added","to be added",
867,"derived_analyte","Basic Glass, mica_adjustment","min_BG_mica_adj","BG_mica","I","3.0","%","layer","mean","to be added","to be added",
866,"derived_analyte","Barite, mica_adjustment","min_BA_mica_adj","BA_mica","I","3.0","%","layer","mean","to be added","to be added",
865,"derived_analyte","Augite, mica_adjustment","min_AU_mica_adj","AU_mica","I","3.0","%","layer","mean","to be added","to be added",
864,"derived_analyte","Arfvedsonite, mica_adjustment","min_AF_mica_adj","AF_mica","I","3.0","%","layer","mean","to be added","to be added",
863,"derived_analyte","Aragonite, mica_adjustment","min_AO_mica_adj","AO_mica","I","3.0","%","layer","mean","to be added","to be added",
862,"derived_analyte","Apatite, mica_adjustment","min_AP_mica_adj","AP_mica","I","3.0","%","layer","mean","to be added","to be added",
861,"derived_analyte","Antigorite, mica_adjustment","min_AG_mica_adj","AG_mica","I","3.0","%","layer","mean","to be added","to be added",
860,"derived_analyte","Anthophyllite, mica_adjustment","min_AH_mica_adj","AH_mica","I","3.0","%","layer","mean","to be added","to be added",
859,"derived_analyte","Anorthoclase, mica_adjustment","min_FH_mica_adj","FH_mica","I","3.0","%","layer","mean","to be added","to be added",
858,"derived_analyte","Anorthite, mica_adjustment","min_FN_mica_adj","FN_mica","I","3.0","%","layer","mean","to be added","to be added",
857,"derived_analyte","Anhydrite, mica_adjustment","min_AY_mica_adj","AY_mica","I","3.0","%","layer","mean","to be added","to be added",
856,"derived_analyte","Andesite, mica_adjustment","min_FA_mica_adj","FA_mica","I","3.0","%","layer","mean","to be added","to be added",
855,"derived_analyte","Andalusite, mica_adjustment","min_AN_mica_adj","AN_mica","I","3.0","%","layer","mean","to be added","to be added",
854,"derived_analyte","Anatase, mica_adjustment","min_AE_mica_adj","AE_mica","I","3.0","%","layer","mean","to be added","to be added",
853,"derived_analyte","Amphibole, mica_adjustment","min_AM_mica_adj","AM_mica","I","3.0","%","layer","mean","to be added","to be added",
852,"derived_analyte","Albite, mica_adjustment","min_FB_mica_adj","FB_mica","I","3.0","%","layer","mean","to be added","to be added",
851,"derived_analyte","Actinolite, mica_adjustment","min_AC_mica_adj","AC_mica","I","3.0","%","layer","mean","to be added","to be added",
823,"aggregate analyte","Total grains counted","tot_gr","tot_gr","I","3.0","count","layer","mean","To Be Added","The total number of grains counted in the given size fraction.",
820,"derived_analyte","Potassium Oxide, Total","k2o_tot","K2O","F","4.1","% wt","layer","mean","To Be Added","Total K oxide is calculated from the potassium measured after total dissolution of a size fraction of soil material. It is stored and reported as percent oxide on the base of the size fraction used.",
819,"derived_analyte","Aluminum Oxide, Total","al2o3_tot","Al2O3","F","6.0","% wt","layer","mean","To Be Added","Total Al oxide is calculated from the aluminum measured after total dissolution of a size fraction of soil material. It is stored and reported as  percent oxide on the base of the size fraction used.",
788,"aggregate analyte","Calcium plus Magnesium, Saturation Extract","ca+mg_satx","Ca+Mg","F","5.1","mmol(+)/L","layer","mean","To Be Added","CMS analyte. Calcium plus magnesium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
787,"aggregate analyte","Carbonate plus Bicarbonate, Saturation Extract","hco3+co3","HCO3+CO3","F","5.1","mmol(-)/L","layer","mean","To Be Added","CMS analyte. Bicarbonate plus carbonate in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract.",
786,"aggregate analyte","Bulk Density, <2mm Fraction, Air-dry","db_ad","DbAD","F","4.2","g/cc","layer","mean","To Be Added","CMS analyte. Bulk density, air-dry (30 C) is the weight per unit volume of the <2 mm fraction, with volume measured on air--dry (30 C) natural fabric (clods). It is reported as grams per cubic centimeter on a <2 mm base.",
785,"aggregate analyte","Water Retention, 15 Bar, <2mm,  Field moist","w15bfm","W15fm","F","5.1","% wt","layer","mean","To Be Added","CMS analyte. 15 bar water on field moist soil is the gravimetric water content of <2 mm field moist samples after equilibration at 15 bars water tension. It is reported on a <2 mm base. The value is influenced by clay %, mineralogy, and organic carbon %.",
784,"aggregate analyte","Surface Area, Ethylene Glycol","sa_eg","SAeg","F","6.1","mg/g","layer","mean","To Be Added","CMS analyte. The EGME surface area is an indicator of the sample surface available to adsorb a weakly polar liquid (ethylene glycol monoethyl ether). It is CMS analyte. reported as grams EG per gram of sample.",
783,"aggregate analyte","pH, 1:10 Soil-CaCl2 Suspension","ph10_ca","pH10_cac","F","3.1","(NA)","layer","mean","To Be Added","CMS analyte. The pH, 1:10 soil-CaCl2 is the pH of a sample measured in 0.01M CaCl2 at a 1:10 soil:solution ratio.",
782,"aggregate analyte","pH, 1:10 Soil-Water Suspension","ph10_h2o","pH10_h2o","F","3.1","(NA)","layer","mean","To Be Added","CMS analyte. The pH, 1:10 soil-water suspension is the pH of a sample measured in distilled water at a 1:10 soil:solution ratio.",
781,"aggregate analyte","CEC, NaOAc, pH 8.2","cec_nac","CECnac","F","4.1","cmol(+)/kg","layer","mean","To Be Added","CMS analyte. CEC by NaOAC is the cation exchange capacity of the sample, determined by 1N NaOAC in a system highly buffered at pH 8.2. It is reported as meq per 100 grams sample, on a <2 mm base.",
780,"aggregate analyte","Carbon, Organic","oc","OC","F","4.2","% wt","layer","mean","To Be Added","CMS analyte. Organic carbon is a measure of all organic forms of carbon in the soil, including organic carbon within minerals.",
779,"derived_analyte","Projected Subsidence","proj_subsidence","subsid_d-1_S","F","4.0","%","layer",,"to be added","Projected Subsidence based on percent mineral content and field moist dB","<2 mm"
778,"derived_analyte","Limnic material type","limnic_type","limtyp_d-1_S","C","6","(NA)","layer",,"to be added","Limnic material type based on soil color and %fiber rubbed","<2 mm"
777,"derived_analyte","Decomposition State","decomp_state","decst_d-1_S","C","6","(NA)","layer",,"to be added","Decomposition State based on soil color and %fiber rubbed","<2 mm"
776,"derived_analyte","Estimated Organic Matter plus Mineral Content","eom_minlt2","eommin_d-1_S","F","4.0","%","layer",,"eom_tot_c + min_lt2","EOM (based on Total C) plus Mineral Content","<2 mm"
775,"derived_analyte","Estimated Organic Matter","eom_tot_c","eom_d-1_S","F","4.0","%","layer",,"(c_tot_ncs - .12 * caco3) * 1.724","Estimated Organic Matter based on Total C","<2 mm"
774,"derived_analyte","Ratio, Effective CEC to Clay, <2mm, CECd-Set 6","ecec_cly_cecd6","ececcl_d-12_S","F","4.2","(NA)","layer",,"(ecec_cec / clay_tot_psa)","The ECEC / total clay ratio is calculated by ECEC_CEC/CLAY_TOT. It is reported on a <2 mm base.","<2 mm"
773,"derived_analyte","Ratio, Effective CEC to Clay, <2mm, CECd-Set 5","ecec_cly_cecd5","ececcl_d-11_S","F","4.2","(NA)","layer",,"(ecec_cec / clay_tot_psa)","The ECEC / total clay ratio is calculated by ECEC_CEC/CLAY_TOT. It is reported on a <2 mm base.","<2 mm"
746,"derived_analyte","Ratio, Sum of Cations to Clay, <2mm, CECd-Set 2","cec8_cly_cecd2","cec8cl_d-5_S","F","4.2","(NA)","layer",,"(cec_sum_cec / clay_tot_psa)","The CEC-8.2 / total clay ratio is calculated by CEC_SUM/CLAY_TOT. It factors pH dependent charge into the inferences from CEC7_CLY. It is reported on a <2 mm base.","<2 mm"
745,"derived_analyte","Ratio, Sum of Cations to Clay, <2mm, CECd-Set 1","cec8_cly_cecd1","cec8cl_d-4_S","F","4.2","(NA)","layer",,"(cec_sum_cec / clay_tot_psa)","The CEC-8.2 / total clay ratio is calculated by CEC_SUM/CLAY_TOT. It factors pH dependent charge into the inferences from CEC7_CLY. It is reported on a <2 mm base.","<2 mm"
744,"derived_analyte","CEC Activity, CEC7/Clay, Weighted Average, CECd, Set 3","cec7_cly_cecd3_wtavg","wace7cl_d-6_S","F","5.2","(NA)","pedon",,"to be added","Weighted average cec-7 to clay ratio for control section depths","<2 mm"
743,"derived_analyte","Ratio, CECd NH4OAc/Clay, <2mm, CECd-Set 3","cec7_cly_cecd3","cec7cl_d-6_S","F","5.2","(NA)","layer",,"cec_nh4 / clay_tot_psa","This ratio is calculated by CEC_NH4/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made.","<2 mm"
742,"derived_analyte","CEC Activity, CEC7/Clay, Weighted Average, CECd, Set 2","cec7_cly_cecd2_wtavg","wace7cl_d-5_S","F","5.2","(NA)","pedon",,"to be added","Weighted average cec-7 to clay ratio for control section depths","<2 mm"
741,"derived_analyte","Ratio, CECd NH4OAc/Clay, <2mm, CECd-Set 2","cec7_cly_cecd2","cec7cl_d-5_S","F","5.2","(NA)","layer",,"cec_nh4 / clay_tot_psa","This ratio is calculated by CEC_NH4/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made.","<2 mm"
740,"derived_analyte","CEC Activity, CEC7/Clay, Weighted Average, CECd, Set 1","cec7_cly_cecd1_wtavg","wace7cl_d-4_S","F","5.2","(NA)","pedon",,"to be added","Weighted average cec-7 to clay ratio for control section depths","<2 mm"
739,"derived_analyte","Ratio, CECd NH4OAc/Clay, <2mm, CECd-Set 1","cec7_cly_cecd1","cec7cl_d-4_S","F","5.2","(NA)","layer",,"cec_nh4 / clay_tot_psa","This ratio is calculated by CEC_NH4/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made.","<2 mm"
738,"derived_analyte","Cation Exchange Capacity, Sum of Cations, CECd-Set 3","cec_sum_cecd3","CECsum_d-6_S","F","4.1","meq/100g","layer",,"(base_sum + acid_tea)","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.","<2 mm"
737,"derived_analyte","Cation Exchange Capacity, Sum of Cations, CECd-Set 2","cec_sum_cecd2","CECsum_d-5_S","F","4.1","meq/100g","layer",,"(base_sum + acid_tea)","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.","<2 mm"
723,"derived_analyte","Sum of NH4OAc Extractable Bases, CECd-Set 3","base_sum_cecd3","cecsb_d-6_S","F","4.1","meq/100g","layer",,"(ca_nh4 + mg_nh4 + na_nh4 + k_nh4)","The sum of NH4OAC extractable bases is calculated as (CA_NH4+MG_NH4+NA_NH4+K_NH4). It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
722,"derived_analyte","Sum of NH4OAc Extractable Bases, CECd-Set 2","base_sum_cecd2","cecsb_d-5_S","F","4.1","meq/100g","layer",,"(ca_nh4 + mg_nh4 + na_nh4 + k_nh4)","The sum of NH4OAC extractable bases is calculated as (CA_NH4+MG_NH4+NA_NH4+K_NH4). It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
721,"derived_analyte","Sum of NH4OAc Extractable Bases, CECd-Set 1","base_sum_cecd1","cecsb_d-4_S","F","4.1","meq/100g","layer",,"(ca_nh4 + mg_nh4 + na_nh4 + k_nh4)","The sum of NH4OAC extractable bases is calculated as (CA_NH4+MG_NH4+NA_NH4+K_NH4). It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
720,"derived_analyte","Aluminum Saturation, CECd-Set 6","al_sat_cecd6","AlSat_d-12_S","I","3.0","%","layer",,"(al_kcl/(ecec_cec))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
719,"derived_analyte","Aluminum Saturation, CECd-Set 5","al_sat_cecd5","AlSat_d-11_S","I","3.0","%","layer",,"(al_kcl/(ecec_cec))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
718,"derived_analyte","Aluminum Saturation, CECd-Set 4","al_sat_cecd4","AlSat_d-10_S","I","3.0","%","layer",,"(al_kcl/(ecec_cec))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
717,"derived_analyte","Aluminum Saturation, CECd-Set 3","al_sat_cecd3","AlSat_d-9_S","I","3.0","%","layer",,"(al_kcl/(ecec_cec))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
716,"derived_analyte","Aluminum Saturation, CECd-Set 2","al_sat_cecd2","AlSat_d-8_S","I","3.0","%","layer",,"(al_kcl/(ecec_cec))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
715,"derived_analyte","Aluminum Saturation, CECd-Set 1","al_sat_cecd1","AlSat_d-7_S","I","3.0","%","layer",,"(al_kcl/(ecec_cec))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
714,"derived_analyte","LE, Whole Soil, Summed to 1m","COLEws_sum","sulews_d-1_S","F","3.0","cm/m","pedon",,"to be added","Summation coefficient of linear extensibility to 1 meter in depth","whole soil"
713,"derived_analyte","Volume, >2mm, Weighted Average","vfg2_wtavg","wavfg2_d-1_S","F","3.0","% vol","pedon",,"to be added","Weighted average total clay content for control section depths","whole soil"
712,"derived_analyte","CEC Activity, CEC7/Clay, Weighted Average, Set 3","cec7_cly_cec3_wtavg","wace7cl_d-3_S","F","5.2","(NA)","pedon",,"to be added","Weighted average cec-7 to clay ratio for control section depths","<2 mm"
711,"derived_analyte","CEC Activity, CEC7/Clay, Weighted Average, Set 2","cec7_cly_cec2_wtavg","wace7cl_d-2_S","F","5.2","(NA)","pedon",,"to be added","Weighted average cec-7 to clay ratio for control section depths","<2 mm"
710,"derived_analyte","CEC Activity, CEC7/Clay, Weighted Average, Set 1","cec7_cly_cec1_wtavg","wace7cl_d-1_S","F","5.2","(NA)","pedon",,"to be added","Weighted average cec-7 to clay ratio for control section depths","<2 mm"
709,"derived_analyte","Clay, total, Weighted Average","clay_tot_wtavg","wacltot_d-1_S","F","3.0","% wt","pedon",,"to be added","Weighted average total clay content for control section depths","<2 mm"
708,"derived_analyte","Cation Exchange Capacity, Effective, CEC-Set 6","ecec_cec6","ECEC_d-6_S","F","4.1","meq/100g","layer",,"Sum of bases + AL_KCL","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
707,"derived_analyte","Cation Exchange Capacity, Effective, CEC-Set 5","ecec_cec5","ECEC_d-5_S","F","4.1","meq/100g","layer",,"Sum of bases + AL_KCL","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
706,"derived_analyte","Cation Exchange Capacity, Effective, CEC-Set 4","ecec_cec4","ECEC_d-4_S","F","4.1","meq/100g","layer",,"Sum of bases + AL_KCL","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
705,"derived_analyte","Aluminum Saturation, CEC-Set 6","al_sat_cec6","AlSat_d-6_S","I","3.0","%","layer",,"(al_kcl/(ecec_cec))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
704,"derived_analyte","Aluminum Saturation, CEC-Set 5","al_sat_cec5","AlSat_d-5_S","I","3.0","%","layer",,"(al_kcl/(ecec_cec))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
703,"derived_analyte","Aluminum Saturation, CEC-Set 4","al_sat_cec4","AlSat_d-4_S","I","3.0","%","layer",,"(al_kcl/(ecec_cec))*100","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
702,"derived_analyte","Estimated, clay, S Prep","clay_tot_est","Clayest_d-1_S","F","4.1","% wt","layer",,"to be added","The estimated total clay percentage is calculated based on the water retention 15 bar air-dry times 2.5.  The 15 bar air-dry value is adjusted if carbon is present (c_tot_ncs) which may be also adjusted if carbonates (caco3) are also present.","<2 mm"
701,"derived_analyte","Aluminum plus half Iron Oxalate, MW Prep, Inst Set 2","al_fe_ox2","Alfeox_d-2_MW","F","5.2","% wt","layer",,"al_ox + fe_ox / 2","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
700,"derived_analyte","Aluminum plus half Iron Oxalate, MW Prep, Inst Set 1","al_fe_ox1","Alfeox_d-1_MW","F","5.2","% wt","layer",,"al_ox + fe_ox / 2","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
699,"derived_analyte","Aluminum plus half Iron Oxalate, GP Prep, Inst Set 2","al_fe_ox2","Alfeox_d-2_GP","F","5.2","% wt","layer",,"al_ox + fe_ox / 2","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
698,"derived_analyte","Aluminum plus half Iron Oxalate, GP Prep, Inst Set 1","al_fe_ox1","Alfeox_d-1_GP","F","5.2","% wt","layer",,"al_ox + fe_ox / 2","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
697,"derived_analyte","Aluminum plus half Iron Oxalate, N Prep, Inst Set 2","al_fe_ox2","Alfeox_d-2_N","F","5.2","% wt","layer",,"al_ox + fe_ox / 2","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
696,"derived_analyte","Aluminum plus half Iron Oxalate, N Prep, Inst Set 1","al_fe_ox1","Alfeox_d-1_N","F","5.2","% wt","layer",,"al_ox + fe_ox / 2","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
695,"derived_analyte","Aluminum plus half Iron Oxalate, HM Prep, Inst Set 2","al_fe_ox2","Alfeox_d-2_HM","F","5.2","% wt","layer",,"al_ox + fe_ox / 2","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
